,IMDb Id,Companion(split),Actor
1836,7693276,Graham O'Brien,Bradley Walsh
1837,7693276,Ryan Sinclair,Tosin Cole
1838,7693276,Yasmin Khan,Mandip Gill
1839,7693280,Graham O'Brien,Bradley Walsh
1840,7693280,Ryan Sinclair,Tosin Cole
1841,7693280,Yasmin Khan,Mandip Gill
1842,8758636,Graham O'Brien,Bradley Walsh
1843,8758636,Ryan Sinclair,Tosin Cole
1844,8758636,Yasmin Khan,Mandip Gill
1845,9354122,Graham O'Brien,Bradley Walsh
1846,9354122,Yasmin Khan,Mandip Gill
1847,9354122,Ryan Sinclair,Tosin Cole
1848,9354166,Graham O'Brien,Bradley Walsh
1849,9354166,Ryan Sinclair,Tosin Cole
1850,9354166,Yasmin Khan,Mandip Gill
1851,9354208,Graham O'Brien,Bradley Walsh
1852,9354208,Ryan Sinclair,Tosin Cole
1853,9354208,Yasmin Khan,Mandip Gill
1854,9354212,Graham O'Brien,Bradley Walsh
1855,9354212,Ryan Sinclair,Tosin Cole
1856,9354212,Yasmin Khan,Mandip Gill
1857,9354216,Graham O'Brien,Bradley Walsh
1858,9354216,Yasmin Khan,Mandip Gill
1859,9354216,Ryan Sinclair,Tosin Cole
1860,9354216,Captain Jack Harkness,John Barrowman
1861,9354222,Graham O'Brien,Bradley Walsh
1862,9354222,Ryan Sinclair,Tosin Cole
1863,9354222,Yasmin Khan,Mandip Gill
1864,9361014,Graham O'Brien,Bradley Walsh
1865,9361014,Yasmin Khan,Mandip Gill
1866,9361014,Ryan Sinclair,Tosin Cole
1867,9361038,Graham O'Brien,Bradley Walsh
1868,9361038,Ryan Sinclair,Tosin Cole
1869,9361038,Yasmin Khan,Mandip Gill
1870,9361042,Graham O'Brien,Bradley Walsh
1871,9361042,Yasmin Khan,Mandip Gill
1872,9361042,Ryan Sinclair,Tosin Cole
1873,9361046,Graham O'Brien,Bradley Walsh
1874,9361046,Ryan Sinclair,Tosin Cole
1875,9361046,Yasmin Khan,Mandip Gill
1876,9361046,Captain Jack Harkness,John Barrowman
1877,9361046,Clara Oswald,Jenna Coleman
1878,9361046,Wilfred Mott,Bernard Cribbins
1879,9361046,Rory Williams,Arthur Darvill
1880,9361046,Amy Pond,Karen Gillan
1881,9361046,River Song,Alex Kingston
1882,9361046,Bill Potts,Pearl Mackie
1883,9361046,Jo Grant,Katy Manning
1884,9361046,Rose Tyler,Billie Piper
1885,9361046,Donna Noble,Catherine Tate
1886,11892730,Graham O'Brien,Bradley Walsh
1887,11892730,Ryan Sinclair,Tosin Cole
1888,11892730,Yasmin Khan,Mandip Gill
1889,11892730,Captain Jack Harkness,John Barrowman
