,IMDb Id,Adversaries/Others(split)
0,0562828,Shadow
1,0562828,Schoolgirl
2,0562828,Policeman
3,0562828,Schoolboy
4,0782279,Za
5,0782279,Hur
6,0782279,Old Mother
7,0782279,Kal
8,0782279,Horg
9,0782279,Tribesman
10,0782279,Member of Tribe
11,0782279,Child
12,0782279,Tribeswoman
13,0805109,Old Mother
14,0805109,Hur
15,0805109,Za
16,0805109,Kal
17,0805109,Horg
18,0805109,Child
19,0813250,Horg
20,0813250,Kal
21,0813250,Hur
22,0813250,Za
23,0819441,Dalek Voices
24,0819441,Dalek
25,0819441,Thal
26,0777345,Temmosus
27,0777345,Alydon
28,0777345,Dyoni
29,0777345,Ganatus
30,0777345,Dalek Voices
31,0777345,Dalek
32,0777345,Young Thal Woman
33,0777345,Thal
34,0819440,Temmosus
35,0819440,Alydon
36,0819440,Ganatus
37,0819440,Dyoni
38,0819440,Antodus
39,0819440,Kristas
40,0819440,Elyon
41,0819440,Dalek Voices
42,0819440,Dalek
43,0769064,Alydon
44,0769064,Ganatus
45,0769064,Dyoni
46,0769064,Antodus
47,0769064,Kristas
48,0769064,Elyon
49,0769064,Dalek Voices
50,0769064,Dalek
51,0769065,Alydon
52,0769065,Ganatus
53,0769065,Dyoni
54,0769065,Antodus
55,0769065,Kristas
56,0769065,Dalek Voices
57,0769065,Dalek
58,0769065,Elyon
59,0777344,Ganatus
60,0777344,Antodus
61,0777344,Kristas
62,0777344,Alydon
63,0777344,Dyoni
64,0777344,Dalek Voices
65,0777344,Dalek
66,0777344,Thal
67,0562858,Marco Polo
68,0562858,Tegana
69,0562858,Ping-Cho
70,0562858,Man at Lop
71,0562858,Mongol Warrior
72,0562858,Yeng
73,0562858,Chinese Lady
74,0562858,Attendant to Ping-Cho
75,0562858,Attendant
76,0562858,Marco Polo's Hand
77,0769067,Marco Polo
78,0769067,Tegana
79,0769067,Ping-Cho
80,0769067,Mongol Warrior
81,0769067,Attendant on Ping-Cho
82,0769067,Marco Polo's Hand
83,0809982,Marco Polo
84,0809982,Tegana
85,0809982,Ping-Cho
86,0809982,Chenchu
87,0809982,Malik
88,0809982,Acomat
89,0809982,Mongol Warrior
90,0809982,Chinese Villager
91,0809982,Mongol Porter
92,0809982,Chinese Lady of Quality
93,0809982,Attendant on Ping-Cho
94,0809982,Attendant
95,0809982,Marco Polo's Hand
96,0769068,Marco Polo
97,0769068,Tegana
98,0769068,Ping-Cho
99,0769068,Chenchu
100,0769068,Acomat
101,0769068,Mongol Warrior
102,0769068,Caravan Bearer
103,0769068,Servant at Waystation
104,0769068,Mongal Bandit
105,0769068,Marco Polo's Hand
106,0805214,Marco Polo
107,0805214,Tegana
108,0805214,Ping-Cho
109,0805214,Acomat
110,0805214,Mongol Bandit
111,0805214,Ling-Tau
112,0805214,Wang-Lo
113,0805214,Kuiju
114,0805214,Caravan Warrior
115,0805214,Attendant at Wang-Lo's Inn
116,0805214,Noblewoman
117,0805214,Chinese Lady of Quality
118,0805214,Marco Polo's Hand
119,0769059,Marco Polo
120,0769059,Tegana
121,0769059,Ping-Cho
122,0769059,Kuiju
123,0769059,Wang-Lo
124,0769059,Vizier
125,0769059,Kublai Khan
126,0769059,Office Foreman
127,0769059,Guard
128,0769059,Spittoon Bearer
129,0769059,Court Lady
130,0769059,Court Nobleman
131,0769059,Attendant
132,0769059,Male Courtier
133,0769059,Marco Polo's Hand
134,0809981,Marco Polo
135,0809981,Tegana
136,0809981,Ping-Cho
137,0809981,Kublai Khan
138,0809981,The Empress
139,0809981,Ling-Tau
140,0809981,Kuiju
141,0809981,Vizier
142,0809981,Palace Guard
143,0809981,Attendant to the Empress
144,0809981,Spittoon Bearer
145,0809981,Courtier
146,0809981,Court Lady
147,0809981,Office Foreman
148,0562926,Arbitan
149,0562926,Voord
150,0809986,Altos
151,0809986,Sabetha
152,0809986,Voice of Morpho
153,0769066,Altos
154,0769066,Sabetha
155,0769066,Warrior
156,0769066,Darrius
157,0809984,Altos
158,0809984,Sabetha
159,0809984,Vasor
160,0809984,Ice Soldier
161,0809984,Eprin
162,0809983,Altos
163,0809983,Sabetha
164,0809983,Tarron
165,0809983,Larn
166,0809983,Senior Judge
167,0809983,First Judge
168,0809983,Second Judge
169,0809983,Kala
170,0809983,Aydan
171,0809983,Eyesen
172,0809983,Eprin
173,0829417,Altos
174,0829417,Sabetha
175,0829417,Guard
176,0829417,Kala
177,0829417,Eyesen
178,0829417,Tarron
179,0829417,Larn
180,0829417,Yartek
181,0829417,Voord
182,0562894,Autloc
183,0562894,Tlotoxl
184,0562894,Ixta
185,0562894,Cameca
186,0562894,First Victim
187,0562894,Aztec Captain
188,0562894,Aztec Citizen
189,0805215,Autloc
190,0805215,Tlotoxl
191,0805215,Ixta
192,0805215,Cameca
193,0805215,Tonila
194,0805215,Perfect Victim
195,0805215,Aztec Captain
196,0805215,Aztec Warrior
197,0805215,Old Aztec
198,0769061,Autloc
199,0769061,Tlotoxl
200,0769061,Ixta
201,0769061,Cameca
202,0769061,Tonila
203,0769061,Perfect Victim
204,0769061,Aztec Captain
205,0830292,Autloc
206,0830292,Tlotoxl
207,0830292,Ixta
208,0830292,Cameca
209,0830292,Tonila
210,0830292,Perfect Victim
211,0830292,Aztec Captain
212,0562953,John
213,0562953,Carol
214,0562953,Maitland
215,0562953,Sensorite
216,0809985,John
217,0809985,Carol
218,0809985,Maitland
219,0809985,1st Sensorite
220,0809985,2nd Sensorite
221,0769057,John
222,0769057,Carol
223,0769057,Maitland
224,0769057,First Sensorite
225,0769057,Second Sensorite
226,0769057,Third Sensorite
227,0769057,Fourth Sensorite
228,0769057,First Elder
229,0769057,Second Elder
230,0769057,Sensorite
231,0809980,John
232,0809980,Carol
233,0809980,Third Sensorite
234,0809980,Fourth Sensorite
235,0809980,First Elder
236,0809980,Second Elder
237,0809980,First Scientist
238,0809980,Second Scientist
239,0809980,Sensorite
240,0769058,John
241,0769058,Carol
242,0769058,Third Sensorite
243,0769058,Fourth Sensorite
244,0769058,First Elder
245,0769058,Second Elder
246,0769058,First Scientist
247,0769058,Warrior
248,0769058,Sensorite
249,0769055,John
250,0769055,Carol
251,0769055,Commander
252,0769055,First Human
253,0769055,Second Human
254,0769055,Third Sensorite
255,0769055,Fourth Sensorite
256,0769055,First Elder
257,0769055,Warrior
258,0769055,Sensorite
259,0562944,Small Boy Jean Pierre
260,0562944,Rouvray
261,0562944,D'Argenson
262,0562944,Sergeant
263,0562944,Lieutenant
264,0562944,Soldier
265,0769056,Judge
266,0769056,Jailer
267,0769056,Small Boy Jean Pierre
268,0769056,Webster
269,0769056,Road Works Overseer
270,0769056,Peasant
271,0769056,Lemaitre
272,0769056,Conciergerie Prisoner
273,0769056,Dr. Who
274,0785282,Jailer
275,0785282,Jean
276,0785282,Jules Renan
277,0785282,Lemaitre
278,0785282,Shopkeeper
279,0785282,Danielle Renan
280,0785282,Léon Colbert
281,0785282,Conciergerie Prisoner on Tumbrel
282,0785310,Shopkeeper
283,0785310,Jailer
284,0785310,Lemaitre
285,0785310,Robespierre
286,0785310,Danielle Renan
287,0785310,Léon Colbert
288,0785310,Jules Renan
289,0785310,Jean
290,0785310,Physician
291,0769054,Lemaitre
292,0769054,Jailer
293,0769054,Jules Renan
294,0769054,Léon Colbert
295,0769054,Robespierre
296,0769054,Soldier
297,0769060,Jules Renan
298,0769060,Lemaitre
299,0769060,Paul Barrass
300,0769060,Napoleon
301,0769060,Soldier
302,0769060,Robespierre
303,0769060,Jailer
304,0562867,Forester
305,0562867,Arnold Farrow
306,0776941,Forester
307,0776941,Smithers
308,0776941,Arnold Farrow
309,0776940,Forester
310,0776940,Smithers
311,0776940,Hilda Rowse
312,0776940,Bert Rowse
313,0562904,Carl Tyler
314,0562904,David Campbell
315,0562904,Dortmun
316,0562904,Roboman
317,0562904,Dalek Operator
318,0562904,Freedom Fighter
319,0562904,Revolting Prisoner
320,0562904,Extra
321,0562904,Suicidal Roboman
322,0562904,Egyptian Soldier
323,0562904,Terrified Earthling
324,0776951,Roboman
325,0776951,Dalek Machine Operator
326,0776951,Daleks
327,0776951,Dortmun
328,0776951,Carl Tyler
329,0776951,Jenny
330,0776951,David Campbell
331,0776951,Craddock
332,0776951,Thomson
333,0776951,Baker
334,0776951,Rebel
335,0776942,Dortmun
336,0776942,Roboman
337,0776942,Baker
338,0776942,Carl Tyler
339,0776942,Daleks
340,0776942,Dalek Machine Operator
341,0776942,David Campbell
342,0776942,Jenny
343,0776942,Craddock
344,0776942,Larry Madison
345,0776942,Rebel
346,0776955,David Campbell
347,0776955,Jenny
348,0776955,Larry Madison
349,0776955,Wells
350,0776955,Roboman
351,0776955,Dortmun
352,0776955,Dalek Machine Operator
353,0776955,Daleks
354,0776955,Carl Tyler
355,0776955,Slyther Operator
356,0776955,Ashton
357,0776955,Dr. Who
358,0776961,Larry Madison
359,0776961,David Campbell
360,0776961,Carl Tyler
361,0776961,Roboman
362,0776961,Woman in the Wood
363,0776961,Jenny
364,0776961,Wells
365,0776961,Daleks
366,0776961,Dalek Machine Operator
367,0776945,Daleks
368,0776945,Dalek Machine Operator
369,0776945,Roboman
370,0776945,David Campbell
371,0776945,Carl Tyler
372,0776945,Jenny
373,0776945,Wells
374,0776945,Revolting Prisoner
375,0562945,Space Captain
376,0562945,Koquillion
377,0776943,Space Captain
378,0776943,Dido Native
379,0562948,Sevcheria
380,0562948,Didius
381,0562948,Centurian
382,0562948,Stall Holder
383,0562948,Slave Buyer
384,0562948,Maximus Pettulian
385,0562948,Ascaris
386,0562948,Rabble Member
387,0562948,Person in Market
388,0562948,Guard
389,0776936,Sevcheria
390,0776936,Ascaris
391,0776936,Delos
392,0776936,Tavius
393,0776936,Woman Slave
394,0776936,Galley Master
395,0776936,1st Man in Market
396,0776936,2nd Man in Market
397,0776936,Court Messenger
398,0776936,Nero
399,0776936,Tigilinus
400,0776938,Sevcheria
401,0776938,Delos
402,0776938,Tavius
403,0776938,Woman Slave
404,0776938,Nero
405,0776938,Tigilinus - Cup Bearer
406,0776938,Poppaea
407,0776938,Locusta
408,0776938,Extra
409,0776947,Sevcheria
410,0776947,Delos
411,0776947,Tavius
412,0776947,Nero
413,0776947,Poppaea
414,0776947,Extra
415,0562975,Zarbi Operator
416,0776964,Vrestin
417,0776964,Hrostar
418,0776964,Hrhoonda
419,0776964,Zarbi Operator
420,0776964,Animus
421,0776944,Menoptra Vrestin
422,0776944,Zarbi
423,0776944,Animus
424,0776939,Vrestin
425,0776939,Hrostar
426,0776939,Prapillus
427,0776939,Hlynia
428,0776939,Hilio
429,0776939,Hetra
430,0776939,Nemini
431,0776939,Zarbi
432,0776939,Animus
433,0776948,Vrestin
434,0776948,Hrostar
435,0776948,Prapillus
436,0776948,Hlynia
437,0776948,Hilio
438,0776948,Hetra
439,0776948,Nemini
440,0776948,Zarbi
441,0776950,Vrestin
442,0776950,Hrostar
443,0776950,Prapillus
444,0776950,Hilio
445,0776950,Hlynia
446,0776950,Optera Hetra
447,0776950,Zarbi
448,0776950,Animus
449,0562901,Richard the Lionheart
450,0562901,Saladin
451,0562901,Saphadin
452,0562901,El Akir
453,0562901,William des Preaux
454,0562901,William de Tornebu
455,0562901,Ben Daheer
456,0562901,Thatcher
457,0562901,Reynier de Marun
458,0562901,Saracen Warrior
459,0562901,Richard's Squire
460,0776957,Richard the Lionheart
461,0776957,Saladin
462,0776957,Saphadin
463,0776957,El Akir
464,0776957,William des Preaux
465,0776957,William de Tornebu
466,0776957,Ben Daheer
467,0776957,Thatcher
468,0776957,Chamberlain
469,0776957,Sheyrah
470,0776957,Luigi Ferrigo
471,0776957,Saracen Warrior
472,0776963,Richard the Lionheart
473,0776963,Saladin
474,0776963,Saphadin
475,0776963,El Akir
476,0776963,Haroun ed-Din
477,0776963,Earl of Leicester
478,0776963,Ben Daheer
479,0776963,Chamberlain
480,0776963,Safiya
481,0776963,Turkish Bandit
482,0776963,Saracen Warrior
483,0776962,El Akir
484,0776962,Maimuna
485,0776962,Fatima
486,0776962,Hafsa
487,0776962,Ibrahim
488,0776962,Earl of Leicester
489,0776962,Richard the Lionheart
490,0776962,Man-at-Arms
491,0776962,Haroun ed-Din
492,0776962,Saracen Warrior
493,0776962,Saracen warrior
494,0776962,Concubine
495,0562957,Sita
496,0562957,Dako
497,0562957,Third Xeron
498,0562957,Morok Guard
499,0776954,Lobos
500,0776954,Tor
501,0776954,Sita
502,0776954,Dako
503,0776954,Morok Messenger
504,0776954,Morok Technician
505,0776954,Morok Guard
506,0776960,Lobos
507,0776960,Tor
508,0776960,Morok Commander
509,0776960,Dako
510,0776960,Sita
511,0776960,Morok Guard
512,0776960,Xeron
513,0776956,Lobos
514,0776956,Tor
515,0776956,Morok Commander
516,0776956,Dako
517,0776956,Sita
518,0776956,Dalek
519,0776956,Dalek Machine Operator
520,0776956,Morok Guard
521,0776956,Xeron
522,0562898,Abraham Lincoln
523,0562898,Francis Bacon
524,0562898,Queen Elizabeth I
525,0562898,William Shakespeare
526,0562898,Television Announcer
527,0562898,Daleks
528,0562898,Dalek
529,0562898,Mire Beast
530,0562898,Themselves
531,0562898,Self
532,0776953,Malsan
533,0776953,Rynian
534,0776953,Prondyn
535,0776953,Mire Beast
536,0776953,Daleks
537,0776953,Dalek
538,0776946,Guide
539,0776946,Albert C. Richardson
540,0776946,Capt. Benjamin Briggs
541,0776946,Bosun
542,0776946,Willoughby
543,0776946,Cabin Steward
544,0776946,Daleks
545,0776946,Dalek
546,0776946,Woman Tourist
547,0776946,Mrs. Briggs
548,0776946,Sailor
549,0776946,Beautiful Woman
550,0776946,Bald Fat Man
551,0776949,Frankenstein
552,0776949,Count Dracula
553,0776949,Grey Lady
554,0776949,Daleks
555,0776949,Dalek
556,0776949,Robot Dr. Who
557,0776952,Robot Dr. Who
558,0776952,Daleks
559,0776952,Dalek
560,0776952,Mechanoid
561,0776959,Daleks
562,0776959,Dalek
563,0776959,Mechonoid
564,0776959,Bus Conductor
565,0562964,Monk
566,0562964,Edith
567,0562964,Eldred
568,0562964,Wulnoth
569,0562964,Saxon Hunter
570,0562964,Sven
571,0562964,Viking Leader
572,0562964,Ulf
573,0562964,Gunnar the Giant
574,0776958,Monk
575,0776958,Eldred
576,0776958,Wulnoth
577,0776958,Edith
578,0776958,Ulf
579,0776958,Viking Leader
580,0776958,Sven
581,0776958,Gunnar the Giant
582,0776958,Saxon
583,0776935,Monk
584,0776935,Wulnoth
585,0776935,Eldred
586,0776935,Edith
587,0776935,Ulf
588,0776935,Sven
589,0776937,Monk
590,0776937,Sven
591,0776937,Eldred
592,0776937,Ulf
593,0776937,Wulnoth
594,0776937,Edith
595,0776937,Saxon warrior
596,0562849,Maaga
597,0562849,Drahvin 1
598,0562849,Drahvin 2
599,0562849,Drahvin 3
600,0562849,Chumblie
601,0785311,Maaga
602,0785311,Drahvin One
603,0785311,Drahvin Two
604,0785311,Drahvin Three
605,0785311,Chumbley Operator
606,0785283,Maaga
607,0785283,Drahvin One
608,0785283,Drahvin Two
609,0785283,Drahvin Three
610,0785283,Rill Voice
611,0785283,Chumbley Operator
612,0785283,Rill
613,0785301,Maaga
614,0785301,Drahvin One
615,0785301,Drahvin Two
616,0785301,Drahvin Three
617,0785301,Rill Voice
618,0785301,Jeff Garvey
619,0785301,Chumbley Operator
620,0785301,Rill
621,0562862,Jeff Garvey
622,0562862,Marc Cory
623,0562862,Gordon Lowery
624,0562862,Malpha
625,0562862,Daleks
626,0562862,Dalek Operator
627,0562862,Alien Delegate
628,0562862,Planetarian
629,0562862,Varga Plant
630,0562862,Trantis
631,0562940,Achilles
632,0562940,Prince Hector
633,0562940,Odysseus
634,0562940,Agamemnon
635,0562940,Menelaus
636,0562940,Cyclops
637,0562940,Soldier
638,0562940,Girl Servant
639,0562940,Greek Soldier
640,0562940,Boy Servant
641,0785297,King Priam
642,0785297,Prince Paris
643,0785297,Agamemnon
644,0785297,Odysseus
645,0785297,Cassandra
646,0785297,Cyclops
647,0785297,Messenger
648,0785297,Trojan Man
649,0785297,Extra
650,0785297,Trojan Woman
651,0785297,Trojan Guard
652,0785297,Man
653,0785288,Odysseus
654,0785288,Cassandra
655,0785288,King Priam
656,0785288,Prince Paris
657,0785288,Agamemnon
658,0785288,Menelaus
659,0785288,Cyclops
660,0785288,Troilus
661,0785288,Trojan Man
662,0785288,Greek Soldier
663,0785288,Trojan Soldier
664,0785288,Trojan Guard
665,0785294,King Priam
666,0785294,Odysseus
667,0785294,Cassandra
668,0785294,Prince Paris
669,0785294,Achilles
670,0785294,Troilus
671,0785294,Trojan Soldier
672,0785294,Extra
673,0785294,Greek Soldier
674,0785294,Trojan Woman
675,0562906,Kert Gantry
676,0562906,Lizan
677,0562906,Roald
678,0562906,Mavic Chen
679,0562906,Interviewer
680,0562906,Daleks
681,0562906,Dalek
682,0562906,Technix
683,0785287,Mavic Chen
684,0785287,Zephon
685,0785287,Trantis
686,0785287,Daleks
687,0785287,Dalek
688,0785287,Celation
689,0785287,Malpha
690,0785287,Beaus
691,0785290,Mavic Chen
692,0785290,Zephon
693,0785290,Kirksen
694,0785290,Bors
695,0785290,Garge
696,0785290,Daleks
697,0785290,Dalek
698,0785290,Woman Criminal #1
699,0785290,Woman Criminal #2
700,0785290,Criminal
701,0785309,Kirksen
702,0785309,Trantis
703,0785309,Mavic Chen
704,0785309,Karlton
705,0785309,Lizan
706,0785309,Daxtar
707,0785309,Borkar
708,0785309,Daleks
709,0785309,Dalek
710,0785286,Borkar
711,0785286,Froyn
712,0785286,Rhynmal
713,0785286,Mavic Chen
714,0785286,Karlton
715,0785286,Dalek
716,0785286,Daleks
717,0785285,Mavic Chen
718,0785285,Dalek
719,0785285,Daleks
720,0785285,Visian
721,0785302,Station Sergeant
722,0785302,First Policeman
723,0785302,Second Policeman
724,0785302,Detective-Inspector
725,0785302,Man in Mackintosh
726,0785302,Blossom Lefavre
727,0785302,Darcy Tranton
728,0785302,Steinberger P. Green
729,0785302,Assistant Director
730,0785302,Arab Sheikh
731,0785302,Vamp
732,0785302,Clown
733,0785302,Professor Webster
734,0785302,Prop Man
735,0785302,Cameraman
736,0785302,Makeup Man
737,0785302,Cowboy
738,0785302,Knopf's Cameraman
739,0785302,Keystone Cop
740,0785302,Charlie Chaplin Lookalike
741,0785302,Saloon Girl
742,0785312,Mavic Chen
743,0785312,Trantis
744,0785312,Celation
745,0785312,The Meddling Monk
746,0785312,Trevor
747,0785312,Scott
748,0785312,Dalek
749,0785312,Daleks
750,0785312,Reveller
751,0785293,Mavic Chen
752,0785293,The Meddling Monk
753,0785293,Khepren
754,0785293,Tuthmos
755,0785293,Hyksos
756,0785293,Dalek
757,0785293,Daleks
758,0785293,Egyptian Warrior
759,0785293,Egyptian Slave
760,0785292,Mavic Chen
761,0785292,The Meddling Monk
762,0785292,Kephren
763,0785292,Tuthmos
764,0785292,Hyksos
765,0785292,Dalek
766,0785292,Daleks
767,0785292,Egyptian Warrior
768,0785292,Egyptian Slave
769,0785298,Mavic Chen
770,0785298,Celation
771,0785298,Malpha
772,0785298,Dalek
773,0785298,Daleks
774,0785289,Mavic Chen
775,0785289,Dalek
776,0785289,Daleks
777,0785289,Old Sara
778,0562933,Nicholas Muss
779,0562933,Anne Chaplet
780,0562933,"Gaston de Levis, Viscount de Leran"
781,0562933,Simon Duval
782,0562933,Landlord
783,0562933,Roger Colbert
784,0562933,Charles Preslin
785,0562933,Captain of the Guard
786,0562933,Servant
787,0562933,Homeless Man
788,0562933,Young Boy
789,0562933,Parisian Man
790,0562933,Parisian Woman
791,0562933,Tavern Customer
792,0562933,Cardinal's Guard
793,0785308,Admiral Gaspard de Coligny
794,0785308,Marshal Gaspard de Saux-Tavannes
795,0785308,Nicholas Muss
796,0785308,Anne Chaplet
797,0785308,"Gaston de Levis, Viscount de Leran"
798,0785308,Simon Duval
799,0785308,Landlord
800,0785308,Roger Colbert
801,0785308,Servant
802,0785308,Old Woman
803,0785308,Homeless Man
804,0785308,Priest
805,0785308,Guard
806,0785308,Old Man
807,0785296,Marshal Gaspard de Saux-Tavannes
808,0785296,Admiral Gaspard de Coligny
809,0785296,Nicholas Muss
810,0785296,Anne Chaplet
811,0785296,Roger Colbert
812,0785296,Captain of the Guard
813,0785296,Servant
814,0785296,Old Woman
815,0785296,King Charles IX
816,0785296,Catherine de Medici
817,0785296,Charles de Teligny
818,0785296,Priest
819,0785296,1st Man
820,0785296,2nd Man
821,0785296,Homeless Man
822,0785296,Parisian in Rue des Fosses St. Germain
823,0785296,Council Member
824,0785296,Parisian Man
825,0785296,Secretary
826,0785296,Parisian Woman
827,0785296,Guard
828,0785296,Usher
829,0785296,Bondot
830,0785284,Marshal Gaspard de Saux-Tavannes
831,0785284,Admiral Gaspard de Coligny
832,0785284,Nicholas Muss
833,0785284,Anne Chaplet
834,0785284,"Gaston de Levis, Viscount de Leran"
835,0785284,Simon Duval
836,0785284,Catherine de Medici
837,0785284,Charles de Teligny
838,0785284,1st Guard
839,0785284,2nd Guard
840,0785284,Officer
841,0785284,Homeless Man
842,0785284,Guard
843,0785284,Servant
844,0785284,Woman with Dog
845,0562890,Commander
846,0562890,Zentos
847,0562890,Manyak
848,0562890,Mellium
849,0562890,1st Monoid
850,0562890,2nd Monoid
851,0562890,Guardian
852,0562890,Monoid
853,0562890,Defendant
854,0785306,Zentos
855,0785306,Mellium
856,0785306,Commander
857,0785306,Manyak
858,0785306,Rhos
859,0785306,Baccu
860,0785306,1st Guardian
861,0785306,2nd Guardian
862,0785306,1st Monoid
863,0785306,2nd Monoid
864,0785306,Guardian
865,0785306,Monoid
866,0785307,Maharis
867,0785307,Monoid Two
868,0785307,Yendom
869,0785307,Monoid One
870,0785307,Dassuk
871,0785307,Venussa
872,0785307,Monoid Three
873,0785307,Monoids
874,0785307,Refusian
875,0785307,Monoid
876,0785307,Guardian
877,0785299,Monoid One
878,0785299,Monoid Three
879,0785299,Monoid Four
880,0785299,Venussa
881,0785299,Dassuk
882,0785299,Maharis
883,0785299,Refusian
884,0785299,Monoids
885,0785299,Monoid
886,0785299,Guardian
887,0562897,Toymaker
888,0562897,Joey the Clown
889,0562897,Clara the Clown
890,0785304,Toymaker
891,0785304,King of Hearts
892,0785304,Queen of Hearts
893,0785304,Joker
894,0785304,Dancer
895,0785300,Toymaker
896,0785300,Sgt. Rugg
897,0785300,Mrs. Wiggs
898,0785300,Dancer
899,0785300,The Doctor's Hands
900,0785303,Toymaker
901,0785303,Cyril
902,0562916,Ike Clanton
903,0562916,Phineas Clanton
904,0562916,Billy Clanton
905,0562916,Kate
906,0562916,Seth Harper
907,0562916,Charlie
908,0562916,Wyatt Earp
909,0562916,Doc. Holliday
910,0562916,Bat Masterson
911,0562916,Singer
912,0562916,Cowboy
913,0785291,Ike Clanton
914,0785291,Phineas Clanton
915,0785291,Billy Clanton
916,0785291,Seth Harper
917,0785291,Charlie
918,0785291,Doc. Holliday
919,0785291,Kate
920,0785291,Wyatt Earp
921,0785291,Bat Masterson
922,0785291,Singer
923,0785291,Lynch Mob Member
924,0785291,Cowboy
925,0785291,Chinese Storekeeper
926,0785291,Brassy Bar Girl
927,0785291,Settler's Daughter
928,0785291,Settler's Wife
929,0785295,Ike Clanton
930,0785295,Billy Clanton
931,0785295,Phineas Clanton
932,0785295,Wyatt Earp
933,0785295,Bat Masterson
934,0785295,Charlie
935,0785295,Pa Clanton
936,0785295,Doc. Holliday
937,0785295,Kate
938,0785295,Johnny Ringo
939,0785295,Warren Earp
940,0785295,Singer
941,0785295,Mexican Cowboy
942,0785295,Chinese Storekeeper
943,0785295,Lynch Mob Member
944,0785295,Settler's Daughter
945,0785295,Brassy Bar Girl
946,0785295,Cowboy
947,0785295,Settler's Wife
948,0785305,Warren Earp
949,0785305,Ike Clanton
950,0785305,Phineas Clanton
951,0785305,Billy Clanton
952,0785305,Bat Masterson
953,0785305,Wyatt Earp
954,0785305,Virgil Earp
955,0785305,Pa Clanton
956,0785305,Johnny Ringo
957,0785305,Kate
958,0785305,Doc. Holliday
959,0785305,Singer
960,0785305,Cowboy
961,0562949,Chal
962,0562949,Tor
963,0562949,Captain Edal
964,0562949,Exorse
965,0562949,Jano
966,0562949,Avon
967,0562949,Flower
968,0562949,Nanina
969,0562949,Senta
970,0562949,Wylda
971,0562949,Extra
972,0562949,Child
973,0562949,Elder
974,0562949,Savage
975,0807265,Chal
976,0807265,Tor
977,0807265,Captain Edal
978,0807265,Jano
979,0807265,Avon
980,0807265,Flower
981,0807265,Nanina
982,0807265,Senta
983,0807265,First Assistant
984,0807265,Second Assistant
985,0807265,Third Assistant
986,0807265,Wylda
987,0807266,Chal
988,0807266,Tor
989,0807266,Captain Edal
990,0807266,Exorse
991,0807266,Jano
992,0807266,Nanina
993,0807266,Senta
994,0807266,Assistant
995,0807266,Savage
996,0807266,Guard
997,0807266,Wylda
998,0807267,Chal
999,0807267,Tor
1000,0807267,Captain Edal
1001,0807267,Exorse
1002,0807267,Jano
1003,0807267,Nanina
1004,0807267,Senta
1005,0562974,Major Green
1006,0562974,Professor Brett
1007,0562974,Kitty
1008,0562974,Flash
1009,0562974,Sir Charles Summer
1010,0562974,Professor Krimpton
1011,0562974,Roy Stone - American Journalist
1012,0562974,Interviewer
1013,0562974,Extra
1014,0562974,Inferno Customer
1015,0562974,Soldier
1016,0562974,Journalist
1017,0562974,Policeman
1018,0562974,WOTAN
1019,0562974,Worker
1020,0562974,Kennedy
1021,0807268,Professor Brett
1022,0807268,Professor Krimpton
1023,0807268,Major Green
1024,0807268,Kitty
1025,0807268,Worker
1026,0807268,Tramp
1027,0807268,Taxi Driver
1028,0807268,Sir Charles Summer
1029,0807269,Major Green
1030,0807269,Sir Charles Summer
1031,0807269,Professor Brett
1032,0807269,Professor Krimpton
1033,0807269,Worker
1034,0807269,Captain
1035,0807269,Sergeant
1036,0807269,Corporal
1037,0807269,Soldier
1038,0807269,Senior Army Officer
1039,0807269,Man in Market
1040,0807270,Sergeant
1041,0807270,Captain
1042,0807270,Sir Charles Summer
1043,0807270,Television Newsreader
1044,0807270,The Minister
1045,0807270,Garage Mechanic
1046,0807270,Professor Brett
1047,0807270,Professor Krimpton
1048,0807270,Major Green
1049,0807270,Man in Telehone Box
1050,0807270,Radio Announcer
1051,0807270,U.S. Correspondent
1052,0807270,Soldier
1053,0807270,Woman in Bar
1054,0807270,Worker
1055,0807270,Extra
1056,0807270,Man in Bar
1057,0807270,Man in Newsroom
1058,0807270,Fleeing Man
1059,0807270,Reporter
1060,0807270,Fleeing Woman
1061,0562955,Churchwarden Joseph Longfoot
1062,0562955,Cherub
1063,0562955,Jacob Kewper
1064,0562955,Tom
1065,0562955,Squire Edwards
1066,0562955,Spaniard
1067,0562955,Captain Samuel Pike
1068,0562955,Pirate
1069,0562955,Extra
1070,0562955,Daniel
1071,0562955,The Doctor
1072,0562955,Pirate Rower
1073,0562955,Cabin Boy
1074,0810587,Captain Samuel Pike
1075,0810587,Cherub
1076,0810587,Tom
1077,0810587,Jamaica
1078,0810587,Josiah Blake
1079,0810587,Squire Edwards
1080,0810587,Jacob Kewper
1081,0810587,Pirate
1082,0810587,Birch
1083,0810587,Daniel
1084,0810587,Pirate Rower
1085,0810588,Josiah Blake
1086,0810588,Squire Edwards
1087,0810588,Captain Samuel Pike
1088,0810588,Cherub
1089,0810588,Jamaica
1090,0810588,Tom
1091,0810588,Jacob Kewper
1092,0810588,Pirate
1093,0810588,The Doctor
1094,0810588,Pirate Rower
1095,0810588,Cabin Boy
1096,0810588,The Doctor's Hands
1097,0810588,Spaniard
1098,0810589,Cherub
1099,0810589,Squire Edwards
1100,0810589,Josiah Blake
1101,0810589,Captain Samuel Pike
1102,0810589,Gaptooth
1103,0810589,Spaniard
1104,0810589,Daniel
