,IMDb Id,Adversaries/Others(split)
1910,0811372,Elton Laleham
1911,0811372,Armand Vallance
1912,0811372,Jarvis Bennett
1913,0811372,Dr. Gemma Corwyn
1914,0811372,Tanya Lernov
1915,0811372,Enrico Casali
1916,0811372,Leo Ryan
1917,0811372,Bill Duggan
1918,0811372,Sean Flannigan
1919,0811372,Chang
1920,0811372,Cyberman
1921,0811372,Wheel Crewmember
1922,0811373,Tanya Lernov
1923,0811373,Leo Ryan
1924,0811373,Dr. Gemma Corwyn
1925,0811373,Enrico Casali
1926,0811373,Jarvis Bennett
1927,0811373,Sean Flannigan
1928,0811373,Armand Vallance
1929,0811373,Elton Laleham
1930,0811373,Cyberman
1931,0811373,Wheel Crewmember
1932,0811374,Leo Ryan
1933,0811374,Enrico Casali
1934,0811374,Tanya Lernov
1935,0811374,Jarvis Bennett
1936,0811374,Armand Vallance
1937,0811374,Sean Flannigan
1938,0811374,Cyberman
1939,0811374,Kennedy
1940,0811374,Wheel Crewmember
1941,0562908,Rago
1942,0562908,Toba
1943,0562908,Cully
1944,0562908,Wahed
1945,0562908,Etnin
1946,0562908,Tolata
1947,0562908,Kando
1948,0562908,Teel
1949,0562908,Balan
1950,0562908,Quark
1951,0562908,Quarks
1952,0562908,Test Dummy
1953,0562908,Council Member
1954,0811452,Toba
1955,0811452,Rago
1956,0811452,Quark
1957,0811452,Quarks
1958,0811452,Balan
1959,0811452,Cully
1960,0811452,Teel
1961,0811452,Kando
1962,0811452,Senex
1963,0811452,Council Member
1964,0811452,Bovem
1965,0811453,Toba
1966,0811453,Rago
1967,0811453,Quark
1968,0811453,Cully
1969,0811453,Bovem
1970,0811453,Teel
1971,0811453,Balan
1972,0811453,Kando
1973,0811453,Council Member
1974,0811453,Senex
1975,0811453,Tensa
1976,0811454,Toba
1977,0811454,Quark
1978,0811454,Quarks
1979,0811454,Kando
1980,0811454,Teel
1981,0811454,Balan
1982,0811454,Rago
1983,0811454,Cully
1984,0811454,Senex
1985,0811454,Tensa
1986,0811454,Bovem
1987,0811454,Council Member
1988,0811455,Toba
1989,0811455,Teel
1990,0811455,Kando
1991,0811455,Rago
1992,0811455,Cully
1993,0811455,Quark
1994,0811455,Quarks
1995,0811455,Balan
1996,0811455,Dead Balan
1997,0562934,The Master of the Land of Fiction
1998,0562934,Robot
1999,0811456,Jamie
2000,0811456,The Master of the Land of Fiction
2001,0811456,A Stranger
2002,0811456,Child
2003,0811456,Soldier
2004,0811456,Redcoat
2005,0811457,Jamie
2006,0811457,The Master of the Land of Fiction
2007,0811457,Gulliver
2008,0811457,Princess Rapunzel
2009,0811457,The Medusa
2010,0811457,Soldier
2011,0811457,Redcoat
2012,0811458,The Master of the Land of Fiction
2013,0811458,Gulliver
2014,0811458,Karkus
2015,0811458,The Medusa
2016,0811458,Robot
2017,0811459,The Master of the Land of Fiction
2018,0811459,Gulliver
2019,0811459,Karkus
2020,0811459,Princess Rapunzel
2021,0811459,Child
2022,0811459,Cyrano
2023,0811459,Blackbeard
2024,0811459,Robot
2025,0811459,Soldier
2026,0562922,Isobel
2027,0562922,Tobias Vaughn
2028,0562922,Packer
2029,0562922,Lorry Driver
2030,0562922,Tracy
2031,0562922,Patrolman
2032,0562922,Computer Voice
2033,0562922,Car Driver
2034,0562922,IE guard
2035,0562922,I E Guard
2036,0562922,IE Guard
2037,0811310,Tobias Vaughn
2038,0811310,Tracy
2039,0811310,Isobel
2040,0811310,Gregory
2041,0811310,Packer
2042,0811310,Sergeant Walters
2043,0811310,Captain Turner
2044,0811311,Packer
2045,0811311,Tobias Vaughn
2046,0811311,Captain Turner
2047,0811311,Sergeant Walters
2048,0811311,Professor Watkins
2049,0811311,I E Guard
2050,0811311,Man Carrying Caskets
2051,0811312,Isobel
2052,0811312,Tobias Vaughn
2053,0811312,Packer
2054,0811312,Captain Jimmy Turner
2055,0811312,Sergeant Walters
2056,0811312,Telephone Operator
2057,0811312,Professor Watkins
2058,0811312,Major-General Rutlidge
2059,0811312,Cyberman
2060,0811313,Isobel
2061,0811313,Captain Turner
2062,0811313,Major General Rutlidge
2063,0811313,Phone Operator
2064,0811313,Tobias Vaughn
2065,0811313,Packer
2066,0811313,Workman
2067,0811313,Gregory
2068,0811313,Sergeant Walters
2069,0811313,Policeman
2070,0811314,Isobel
2071,0811314,Captain Turner
2072,0811314,Private Perkins
2073,0811314,Sergeant Walters
2074,0811314,Tobias Vaughn
2075,0811314,Packer
2076,0811314,Gregory
2077,0811314,Professor Watkins
2078,0811314,Cyberman
2079,0811314,Window Cleaner
2080,0811314,Man in Car
2081,0811314,Architect
2082,0811314,City Gent
2083,0811314,Charlady
2084,0811315,Isobel
2085,0811315,Captain Turner
2086,0811315,Sergeant Walters
2087,0811315,Tobias Vaughn
2088,0811315,Packer
2089,0811315,Professor Watkins
2090,0811315,Major Branwell
2091,0811315,Sergeant Peters
2092,0811315,Cyberman
2093,0811316,Tobias Vaughn
2094,0811316,Isobel
2095,0811316,Major Branwell
2096,0811316,Packer
2097,0811316,Captain Turner
2098,0811316,Sergeant Peters
2099,0811316,Cyberman
2100,0811316,UNIT Soldier
2101,0562928,Selris
2102,0562928,Abu
2103,0562928,Vana
2104,0562928,Thara
2105,0562928,Eelek
2106,0562928,Axus
2107,0562928,Beta
2108,0562928,Student
2109,0562928,Custodian
2110,0562928,Kroton
2111,0562928,Gond
2112,0811317,Selris
2113,0811317,Thara
2114,0811317,Vana
2115,0811317,Kroton
2116,0811318,Kroton
2117,0811318,Beta
2118,0811318,Eelek
2119,0811318,Selris
2120,0811318,Thara
2121,0811318,Vana
2122,0811318,Axus
2123,0811319,Thara
2124,0811319,Vana
2125,0811319,Selris
2126,0811319,Eelek
2127,0811319,Axus
2128,0811319,Kroton
2129,0811319,Beta
2130,0562951,Gia Kelly
2131,0562951,Computer Voice
2132,0562951,Brent
2133,0562951,Osgood
2134,0562951,Radnor
2135,0562951,Fewsham
2136,0562951,Phipps
2137,0562951,Locke
2138,0562951,Eldred
2139,0562951,Slaar
2140,0562951,Ice Warrior
2141,0562951,Technician
2142,0562951,Harvey
2143,0562951,Guard
2144,0811340,Slaar
2145,0811340,Locke
2146,0811340,Phipps
2147,0811340,Fewsham
2148,0811340,Eldred
2149,0811340,Radnor
2150,0811340,Gia Kelly
2151,0811340,Computer Voice
2152,0811340,Brent
2153,0811340,Ice Warrior
2154,0811340,Technician
2155,0811341,Phipps
2156,0811341,Gia Kelly
2157,0811341,Fewsham
2158,0811341,Slaar
2159,0811341,Brent
2160,0811341,Eldred
2161,0811341,Radnor
2162,0811341,Computer Voice
2163,0811341,Ice Warrior
2164,0811341,Technician
2165,0811342,Brent
2166,0811342,Radnor
2167,0811342,Eldred
2168,0811342,Fewsham
2169,0811342,Slaar
2170,0811342,Gia Kelly
2171,0811342,Phipps
2172,0811342,Computer Voice
2173,0811342,Security Guard
2174,0811342,Ice Warrior
2175,0811342,Technician
2176,0811342,Dr. Who
2177,0811343,Fewsham
2178,0811343,Gia Kelly
2179,0811343,Radnor
2180,0811343,Eldred
2181,0811343,Sir James Gregson
2182,0811343,Slaar
2183,0811343,Computer Voice
2184,0811343,Grand Marshall
2185,0811343,Ice Warrior
2186,0811343,Technician
2187,0811343,Weather Station Worker
2188,0811344,Computer Voice
2189,0811344,Radnor
2190,0811344,Eldred
2191,0811344,Gia Kelly
2192,0811344,Slaar
2193,0811344,Grand Marshall
2194,0811344,Ice Warrior
2195,0811344,Technician
2196,0562973,Lady Jennifer Buckingham
2197,0562973,German Soldier
2198,0562973,Lieutenant Carstairs
2199,0562973,Major Barrington
2200,0562973,Sergeant Willis
2201,0562973,General Smythe
2202,0562973,Captain Ransom
2203,0562973,Sgt. Major Burns
2204,0562973,Firing Squad Member
2205,0562973,Sentry
2206,0562973,Carstairs' Man
2207,0811346,General Nicolai Hermack
2208,0811346,Major Ian Warne
2209,0811346,Technician Penn
2210,0811346,Milo Clancey
2211,0811346,Madeleine Issigri
2212,0811346,Space Guard
2213,0811346,Space Corps Technician
2214,0811346,Issigri Secretary
2215,0811358,Lieut. Carstairs
2216,0811358,Lady Jennifer
2217,0811358,Captain Ransom
2218,0811358,Lieut. Crane
2219,0811358,German Soldier
2220,0811358,Lieut. Lucke
2221,0811358,Von Weich
2222,0811358,General Smythe
2223,0811358,War Chief
2224,0811358,1862 Soldier
2225,0811358,Foot Soldier
2226,0811358,Confederate Horseman
2227,0811319,Thara
2228,0811319,Vana
2229,0811319,Selris
2230,0811319,Eelek
2231,0811319,Axus
2232,0811319,Kroton
2233,0811319,Beta
2234,0811360,Carstairs
2235,0811360,Scientist
2236,0811360,Jennifer
2237,0811360,Von Weich
2238,0811360,Harper
2239,0811360,Spencer
2240,0811360,Russell
2241,0811360,Security Chief
2242,0811360,Alien Technician
2243,0811360,War Chief
2244,0811360,Resistance Man
2245,0811360,Alien Guard
2246,0811344,Computer Voice
2247,0811344,Radnor
2248,0811344,Eldred
2249,0811344,Gia Kelly
2250,0811344,Slaar
2251,0811344,Grand Marshall
2252,0811344,Ice Warrior
2253,0811344,Technician
2254,0562973,Lady Jennifer Buckingham
2255,0562973,German Soldier
2256,0562973,Lieutenant Carstairs
2257,0562973,Major Barrington
2258,0562973,Sergeant Willis
2259,0562973,General Smythe
2260,0562973,Captain Ransom
2261,0562973,Sgt. Major Burns
2262,0562973,Firing Squad Member
2263,0562973,Sentry
2264,0562973,Carstairs' Man
2265,0811357,Captain Ransom
2266,0811357,General Smythe
2267,0811357,Redcoat
2268,0811357,Commandant Gorton
2269,0811357,Lieut. Carstairs
2270,0811357,Lady Jennifer
2271,0811357,Military Chauffeur
2272,0811357,Military Policeman
2273,0811357,Prison Sentry
2274,0811357,Roman Soldier
2275,0811357,Alien Technician
2276,0811357,Machine Gunner
2277,0811357,Prisoner
2278,0811357,Roman Solider
2279,0811357,Prison Sergeant
2280,0811357,Sniper
2281,0811357,Sergeant at Prison
2282,0811358,Lieut. Carstairs
2283,0811358,Lady Jennifer
2284,0811358,Captain Ransom
2285,0811358,Lieut. Crane
2286,0811358,German Soldier
2287,0811358,Lieut. Lucke
2288,0811358,Von Weich
2289,0811358,General Smythe
2290,0811358,War Chief
2291,0811358,1862 Soldier
2292,0811358,Foot Soldier
2293,0811358,Confederate Horseman
2294,0811359,Lady Jennifer
2295,0811359,Sgt. Thompson
2296,0811359,Corporal Riley
2297,0811359,Leroy
2298,0811359,Von Weich
2299,0811359,War Chief
2300,0811359,Scientist
2301,0811359,Harper
2302,0811359,Alien Guard
2303,0811359,Carstairs
2304,0811359,1862 Confederate Soldier
2305,0811359,1862 Union Soldier
2306,0811359,Foot Soldier
2307,0811359,Resistance Man
2308,0811360,Carstairs
2309,0811360,Scientist
2310,0811360,Jennifer
2311,0811360,Von Weich
2312,0811360,Harper
2313,0811360,Spencer
2314,0811360,Russell
2315,0811360,Security Chief
2316,0811360,Alien Technician
2317,0811360,War Chief
2318,0811360,Resistance Man
2319,0811360,Alien Guard
2320,0811361,Carstairs
2321,0811361,Security Chief
2322,0811361,Scientist
2323,0811361,Russell
2324,0811361,War Chief
2325,0811361,Von Weich
2326,0811361,Moor
2327,0811361,Resistance Man
2328,0811361,Alien Guard
2329,0811362,Carstairs
2330,0811362,War Chief
2331,0811362,Security Chief
2332,0811362,War Lord
2333,0811362,General Smythe
2334,0811362,Sgt. Major Burns
2335,0811362,Russell
2336,0811362,Du Pont
2337,0811362,British Soldier
2338,0811362,Alien Guard
2339,0811362,Resistance Man
2340,0811362,Alien Technician
2341,0811362,Machine Gunner
2342,0811363,Carstairs
2343,0811363,Security Chief
2344,0811363,Russell
2345,0811363,War Lord
2346,0811363,War Chief
2347,0811363,Arturo Villar
2348,0811363,Petrov
2349,0811363,Mexican Bandit
2350,0811363,American Soldier
2351,0811363,Resistance Man
2352,0811363,German Soldier
2353,0811363,Alien Technician
2354,0811363,Crimean Soldier
2355,0811364,Carstairs
2356,0811364,Arture Villar
2357,0811364,Russell
2358,0811364,War Chief
2359,0811364,Security Chief
2360,0811364,War Lord
2361,0811364,Alien Guard
2362,0811364,Resistance Man
2363,0811356,First Time Lord
2364,0811356,Second Time Lord
2365,0811356,Third Time Lord
2366,0811356,War Lord
2367,0811356,Tanya
2368,0811356,Redcoat
2369,0811356,Time Lord Technician
2370,0811356,Ice Warrior
2371,0811356,Dalek
2372,0811356,Cyberman
2373,0811356,Quark
2374,0562879,Channing
2375,0562879,Seeley
2376,0562879,Mullins
2377,0562879,Captain Munro
2378,0562879,Dr. Henderson
2379,0562879,Nurse
2380,0562879,Corporal Forbes
2381,0562879,Unit Officer
2382,0562879,Technician
2383,0562879,Wagstaffe
2384,0562879,2nd Reporter
2385,0562879,Extra
2386,0562879,Auton Hospital Porter
2387,0562879,UNIT Soldier
2388,0562879,UNIT Commissionaire
2389,0811440,Channing
2390,0811440,Major General Scobie
2391,0811440,Captain Munro
2392,0811440,Dr. Henderson
2393,0811440,Dr. Beavis
2394,0811440,Hibbert
2395,0811440,Ransome
2396,0811440,Seeley
2397,0811440,Meg
2398,0811440,Corporal Forbes
2399,0811440,Auto Plastics Secretary
2400,0811440,UNIT Commissionaire
2401,0811440,Auton
2402,0811442,Channing
2403,0811442,Maj. Gen. Scobie
2404,0811442,Capt. Munro
2405,0811442,Hibbert
2406,0811442,Ransome
2407,0811442,Seeley
2408,0811442,Meg
2409,0811442,Sergeant
2410,0811442,Auto Plastics Secretary
2411,0811443,Channing
2412,0811443,Maj. Gen. Scobie
2413,0811443,Capt. Munro
2414,0811443,Hibbert
2415,0811443,Attendant
2416,0811443,Auton
2417,0811443,Auton VIP
2418,0811443,RAF VIP Auton
2419,0811443,Man Killed by Auton
2420,0811443,Army Soldier
2421,0811443,Soldier Killed by Auton
2422,0811443,UNIT Commissionaire
2423,0562954,Dr. Quinn
2424,0562954,Major Baker
2425,0562954,Dr. Lawrence
2426,0562954,Miss Dawson
2427,0562954,Dr. Meredith
2428,0562954,Roberts
2429,0562954,Spencer
2430,0562954,Davis
2431,0562954,Technician
2432,0562954,Security Guard
2433,0562954,Receptionist
2434,0811231,Dr. Quinn
2435,0811231,Major Baker
2436,0811231,Dr. Lawrence
2437,0811231,Miss Dawson
2438,0811231,Captain Hawkins
2439,0811231,Doris Squire
2440,0811231,Squire
2441,0811231,Silurian
2442,0811231,Technician
2443,0811231,UNIT Soldier
2444,0811231,Bertram - Friendly Monster
2445,0811231,Permanent Under Secretary Masters
2446,0811232,Dr. Quinn
2447,0811232,Major Baker
2448,0811232,Dr. Lawrence
2449,0811232,Miss Dawson
2450,0811232,Captain Hawkins
2451,0811232,Silurian
2452,0811232,UNIT Soldier
2453,0811232,Policeman
2454,0811232,Ambulance Man
2455,0811232,Permanent Under Secretary Masters
2456,0811233,Major Baker
2457,0811233,Masters
2458,0811233,Dr. Lawrence
2459,0811233,Captain Hawkins
2460,0811233,Sergeant Hart
2461,0811233,Miss Dawson
2462,0811233,Travis
2463,0811233,Old Silurian
2464,0811233,Young Silurian
2465,0811233,Silurians
2466,0811233,Silurian
2467,0811233,Dr. Quinn
2468,0811233,Technician
2469,0811234,Major Baker
2470,0811234,Masters
2471,0811234,Dr. Lawrence
2472,0811234,Miss Dawson
2473,0811234,Captain Hawkins
2474,0811234,Private Robins
2475,0811234,Old Silurian
2476,0811234,Young Silurian
2477,0811234,Silurian Scientist
2478,0811234,Silurians
2479,0811234,Silurian
2480,0811234,UNIT Soldier in Caves
2481,0811235,Masters
2482,0811235,Dr. Lawrence
2483,0811235,Capt. Hawkins
2484,0811235,Sgt. Hart
2485,0811235,Cpl. Nutting
2486,0811235,Pvt. Wright
2487,0811235,Hospital Doctor
2488,0811235,Young Silurian
2489,0811235,Silurian Scientist
2490,0811235,Silurian
2491,0811235,Silurians
2492,0811235,Technician
2493,0811235,Ambulance Man
2494,0811235,UNIT Soldier
2495,0811235,Man
2496,0811235,Nurse
2497,0811235,Maj. Baker
2498,0811235,Plague Victim at Station
2499,0811235,Ticket Collector
2500,0811236,Capt. Hawkins
2501,0811236,Cpl. Nutting
2502,0811236,Young Silurian
2503,0811236,Silurian Scientist
2504,0811236,Silurians
2505,0811236,Silurian
2506,0811236,Technician
2507,0562887,Ralph Cornish
2508,0562887,Taltalian
2509,0562887,Carrington
2510,0562887,John Wakefield
2511,0562887,Miss Rutherford
2512,0562887,Grey
2513,0562887,Collinson
2514,0562887,Thug
2515,0562887,Technician
2516,0562887,Control Room Technician
2517,0562887,Collinson's Man
2518,0562887,Heavy
2519,0562887,UNIT Soldier
2520,0811276,Taltalian
2521,0811276,Ralph Cornish
2522,0811276,Carrington
2523,0811276,Quinlan
2524,0811276,Collinson
2525,0811276,Grey
2526,0811276,John Wakefield
2527,0811276,Van Lyden
2528,0811276,Miss Rutherford
2529,0811276,Control Room Assistant
2530,0811276,Dobson
2531,0811276,Corporal Champion
2532,0811276,UNIT Sergeant
2533,0811276,UNIT soldier
2534,0811277,Ralph Cornish
2535,0811277,Carrington
2536,0811277,Reegan
2537,0811277,Lennox
2538,0811277,Quinlan
2539,0811277,Heldorf
2540,0811277,Van Lyden
2541,0811277,Astronaut
2542,0811277,Cornish's Assistant
2543,0811277,Soldier
2544,0811277,Technician
2545,0811277,Thug
2546,0811278,Reegan
2547,0811278,Lennox
2548,0811278,General Carrington
2549,0811278,Taltalian
2550,0811278,Ralph Cornish
2551,0811278,Quinlan
2552,0811278,UNIT Soldier
2553,0811278,Masters
2554,0811278,Astronaut
2555,0811278,Technician
2556,0811278,Thug
2557,0811279,Quinlan
2558,0811279,Reegan
2559,0811279,Ralph Cornish
2560,0811279,General Carrington
2561,0811279,Lennox
2562,0811279,Astronaut
2563,0811279,Flynn
2564,0811279,Private Parker
2565,0811279,Control Room Assistant
2566,0811279,Technician
2567,0811280,Ralph Cornish
2568,0811280,General Carrington
2569,0811280,Reegan
2570,0811280,Alien Space Captain
2571,0811280,Alien's Voice
2572,0811280,Van Lyden
2573,0811280,Lefee
2574,0811280,Michaels
2575,0811280,Control Room Assistant
2576,0811280,UNIT Soldier
2577,0811281,General Carrington
2578,0811281,Reegan
2579,0811281,Ralph Cornish
2580,0811281,John Wakefield
2581,0811281,Control Room Assistant
2582,0811281,Astronaut
2583,0811281,Private Johnson
2584,0811281,Alien Space Captain
2585,0811281,Aliens' Voices
2586,0811281,Military Policeman
2587,0811281,Heavy
2588,0811281,Technician
2589,0811281,UNIT Soldier
2590,0562854,Professor Stahlman
2591,0562854,Sir Keith Gold
2592,0562854,Greg Sutton
2593,0562854,Petra Williams
2594,0562854,Private Latimer
2595,0562854,Private Wyatt
2596,0562854,Harry Slocum
2597,0562854,Bromley
2598,0562854,Technician
2599,0562854,UNIT Soldier
2600,0562854,Soldier
2601,0811252,Professor Stahlman
2602,0811252,Sir Keith Gold
2603,0811252,Greg Sutton
2604,0811252,Petra Williams
2605,0811252,Private Wyatt
2606,0811252,Harry Slocum
2607,0811252,Bromley
2608,0811252,Technician
2609,0811252,The Leader
2610,0811253,Professor Stahlman
2611,0811253,Sir Keith Gold
2612,0811253,Greg Sutton
2613,0811253,Petra Williams
2614,0811253,Bromley
2615,0811253,Private Wyatt
2616,0811253,Private Latimer
2617,0811253,Technician
2618,0811253,RSF Soldier
2619,0811254,Professor Stahlman
2620,0811254,Sir Keith Gold
2621,0811254,Greg Sutton
2622,0811254,Petra Williams
2623,0811254,Bromley
2624,0811254,RSF Sentry
2625,0811254,Technician
2626,0811255,Director Stahlman
2627,0811255,Sir Keith Gold
2628,0811255,Greg Sutton
2629,0811255,Dr. Petra Williams
2630,0811255,Bromley
2631,0811255,Patterson
2632,0811255,Primord
2633,0811255,Technician
2634,0811255,Corporal Benton Primord Double
2635,0811256,Professor Stahlman
2636,0811256,Greg Sutton
2637,0811256,Dr. Petra Williams
2638,0811256,Primord
2639,0811257,Professor Stahlman
2640,0811257,Sir Keith Gold
2641,0811257,Greg Sutton
2642,0811257,Petra Williams
2643,0811257,Bromley
2644,0811257,Technician
2645,0811257,UNIT Soldier
2646,0562883,The Master
2647,0562883,Rex Farrel
2648,0562883,McDermott
2649,0562883,Time Lord
2650,0562883,Radio Telescope Director
2651,0562883,Professor Philips
2652,0562883,Goodge
2653,0562883,Rossini
2654,0562883,Museum Attendant
2655,0562883,U.N.I.T. soldier
2656,0562883,Auton
2657,0811444,The Master
2658,0811444,Rex Farrel
2659,0811444,McDermott
2660,0811444,Farrell Senior
2661,0811444,Mrs. Farrell
2662,0811444,Rossini
2663,0811444,Professor Philips
2664,0811444,Strong Man
2665,0811444,Auton Troll Doll
2666,0811444,Elephant trainer
2667,0811444,Auton Policeman
2668,0811445,The Master
2669,0811445,Brownrose
2670,0811445,Rex Farrel
2671,0811445,Mrs. Farrell
2672,0811445,Telephone Mechanic
2673,0811445,Policeman
2674,0811445,Auton Policeman
2675,0811445,Auton Leader
2676,0811445,Auton Voice
2677,0811445,Housewife
2678,0811445,Daffodil Man
2679,0811446,The Master
2680,0811446,Rex Farrel
2681,0811446,Auton Leader
2682,0811446,Auton Voice
2683,0811446,UNIT Soldier
2684,0811446,Daffodil Man
2685,0811446,Auton
2686,0811446,UNIT Motorcyclist
2687,0562935,Captain Chin Lee
2688,0562935,Prison Governer
2689,0562935,Dr. Summers
2690,0562935,Professor Kettering
2691,0562935,Barnham
2692,0562935,Corporal Bell
2693,0562935,Linwood
2694,0562935,Chief Prison Officer Powers
2695,0562935,Senior Prison Officer Green
2696,0562935,Prison Officer
2697,0562935,General Cheng Teik
2698,0562935,UNIT Soldier
2699,0562935,American Aide
2700,0811320,The Master
2701,0811320,Harry Mailer
2702,0811320,Lenny Vosper
2703,0811320,Dr. Summers
2704,0811320,Barnham
2705,0811320,Captain Chin Lee
2706,0811320,Fu Peng
2707,0811320,Prison Governer
2708,0811320,Senator Alcott
2709,0811320,Corporal Bell
2710,0811320,Chief Prison Officer Powers
2711,0811320,Senior Prison Officer Green
2712,0811320,Prison Officer
2713,0811320,The Master's Chauffeur
2714,0811321,The Master
2715,0811321,Harry Mailer
2716,0811321,Lenny Vosper
2717,0811321,Prison Governer
2718,0811321,Dr. Summers
2719,0811321,Captain Chin Lee
2720,0811321,Fu Peng
2721,0811321,Barnham
2722,0811321,Chief Prison Officer Powers
2723,0811321,Senior Prison Officer Green
2724,0811321,Corporal Bell
2725,0811321,Prison Officer
2726,0811321,Police Inspector
2727,0811321,UNIT Soldier
2728,0811321,Prisoner
2729,0811321,Senator Alcott
2730,0811321,Milkman
2731,0811321,UNIT Corporal
2732,0811321,Medical Orderly
2733,0811321,Stangmoor Man
2734,0811321,Main Gate Prisoner
2735,0811321,The Master's Chauffeur
2736,0811322,The Master
2737,0811322,Harry Mailer
2738,0811322,Lenny Vosper
2739,0811322,Dr. Summers
2740,0811322,Corporal Bell
2741,0811322,Charlie
2742,0811322,Prison Officer
2743,0811322,UNIT Soldier
2744,0811322,Prisoner
2745,0811322,UNIT Motorcyclist
2746,0811322,UNIT Corporal
2747,0811322,Medical Orderly
2748,0811322,Main Gate Prisoner
2749,0811322,The Master's Chauffeur
2750,0811323,The Master
2751,0811323,Harry Mailer
2752,0811323,Major Cosworth
2753,0811323,Barnham
2754,0811323,Fuller
2755,0811323,Main Gate Prisoner
2756,0811323,Prisoner
2757,0811323,Mercenary
2758,0811324,The Master
2759,0811324,Barnham
2760,0811324,Dr. Summers
2761,0811324,Major Cosworth
2762,0811324,Prison Officer
2763,0811324,Prisoner
2764,0811324,Harry Mailer
2765,0811324,The Master's Chauffeur
2766,0562899,The Master
2767,0562899,Chinn
2768,0562899,Filer
2769,0562899,Hardiman
2770,0562899,Winser
2771,0562899,Pigbin Josh
2772,0562899,Axon Man
2773,0562899,1st Radar Operator
2774,0562899,2nd Radar Operator
2775,0562899,Corporal Bell
2776,0562899,Axon Woman
2777,0562899,Axon Boy
2778,0562899,Axon Girl
2779,0562899,Humanoid Axon
2780,0562899,UNIT Soldier
2781,0562899,Nuton Driver
2782,0562899,Secretary
2783,0562899,Office Worker
2784,0562899,Axon Blob
2785,0811285,The Master
2786,0811285,Chinn
2787,0811285,Filer
2788,0811285,Hardiman
2789,0811285,Winser
2790,0811285,Axon Man
2791,0811285,Captain Harker
2792,0811285,1st Radar Operator
2793,0811285,2nd Radar Operator
2794,0811285,Axon Woman
2795,0811285,The Minister
2796,0811285,UNIT Soldier
2797,0811286,The Master
2798,0811286,Chinn
2799,0811286,Filer
2800,0811286,Hardiman
2801,0811286,Axon Man
2802,0811286,The Minister
2803,0811286,Captain Harker
2804,0811286,Nurse
2805,0811286,UNIT Soldier
2806,0811287,The Master
2807,0811287,Chinn
2808,0811287,Filer
2809,0811287,Hardiman
2810,0811287,Axon Man
2811,0811287,Technician
2812,0811287,UNIT Soldier
2813,0562836,Winton
2814,0562836,Ashe
2815,0562836,Leeson
2816,0562836,Jane Leeson
2817,0562836,Norton
2818,0562836,Mary Ashe
2819,0562836,Martin
2820,0562836,Mrs. Martin
2821,0562836,Primitive and Voice
2822,0562836,Robot
2823,0562836,Time Lord
2824,0562836,Primitive
2825,0562836,Colonist
2826,0562836,Extra
2827,0811223,Caldwell
2828,0811223,Winton
2829,0811223,Ashe
2830,0811223,Dent
2831,0811223,Morgan
2832,0811223,Norton
2833,0811223,Mary Ashe
2834,0811223,Holden
2835,0811223,Primitive and Voice
2836,0811223,Robot
2837,0811223,IMC Guard
2838,0811224,Caldwell
2839,0811224,Winton
2840,0811224,Ashe
2841,0811224,Dent
2842,0811224,Morgan
2843,0811224,Norton
2844,0811224,Mary Ashe
2845,0811224,Allen
2846,0811224,Long
2847,0811224,Robot
2848,0811224,Primitive
2849,0811224,IMC Guard
2850,0811225,Master
2851,0811225,Caldwell
2852,0811225,Winton
2853,0811225,Ashe
2854,0811225,Dent
2855,0811225,Morgan
2856,0811225,Norton
2857,0811225,Mary Ashe
2858,0811225,Alec Leeson
2859,0811225,Guardian
2860,0811225,Primitive
2861,0811225,Alien Priest
2862,0811226,The Master
2863,0811226,Caldwell
2864,0811226,Winton
2865,0811226,Ashe
2866,0811226,Dent
2867,0811226,Morgan
2868,0811226,Mary Ashe
2869,0811226,Colonist
2870,0811226,IMC Guard
2871,0811227,The Master
2872,0811227,Caldwell
2873,0811227,Winton
2874,0811227,Ashe
2875,0811227,Dent
2876,0811227,Morgan
2877,0811227,Mary Ashe
2878,0811227,Guardian
2879,0811227,Primitive
2880,0811227,Alien Priest
2881,0811227,IMC Guard
2882,0811227,Colonist
2883,0811227,IMC Guard Rogers
2884,0562909,The Master
2885,0562909,Miss Hawthorne
2886,0562909,Bert the Landlord
2887,0562909,Winstanley
2888,0562909,Prof. Horner
2889,0562909,Alastair Fergus
2890,0562909,Harry
2891,0562909,Garvin
2892,0562909,Dr. Reeves
2893,0562909,Tom Girton
2894,0562909,PC Groom
2895,0562909,Villager
2896,0562909,Woman in Cloven Hoof
2897,0562909,Jim
2898,0562909,BBC3 TV Crewmember
2899,0562909,Rugby Commentator
2900,0562909,UNIT Corporal
2901,0562909,BBC3 TV Cameraman
2902,0811291,The Master
2903,0811291,Miss Hawthorne
2904,0811291,Bert the Landlord
2905,0811291,Winstanley
2906,0811291,Garvin
2907,0811291,Tom Girton
2908,0811291,Dr. Reeves
2909,0811291,Harry
2910,0811291,PC Groom
2911,0811291,Baker's Man
2912,0811291,Bok
2913,0811291,BBC3 TV Crewmember
2914,0811291,Villager
2915,0811291,UNIT Corporal
2916,0811291,BBC3 TV Cameraman
2917,0811292,The Master
2918,0811292,Miss Hawthorne
2919,0811292,Bert the Landlord
2920,0811292,Winstanley
2921,0811292,Dr. Reeves
2922,0811292,Tom Girton
2923,0811292,Sgt. Osgood
2924,0811292,Thorpe
2925,0811292,Bok
2926,0811292,Villager
2927,0811292,UNIT Soldier
2928,0811292,Charlie
